PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,ID_CODE,AREA,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,WAVE,SUB_REG,INTSITE,MODE_F,MODE_FX,CATCH,CNTRBTRS,PARTY,FIRST,NUM_TYP4,NUM_TYP6,NUM_TYP2,NUM_TYP3,AREA_X,ON_LIST,CNTY,BOAT_HRS,NUM_TYP9,TELEFON,COASTAL,KOD,ASG_CODE,MODE_ASG,NEW_LIST,PRT_CODE,CELLTYPE,REGION,STRAT_INTERVAL,ZIP,MONTH,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,MODE2001,DIST,GEAR,TSN1,TSN2,PVT_RES,SEX,AGE,ART_REEF,ADD_PH,F_BY_P,SEP_FISH,DATE1,PRIM1,PRIM2,TURTLE,REEFCODE,AREA_NC,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,DATE_PUBLISHED
UNIDENTIFIED (SURFACE FISH),SPOTTED SEATROUT,2024013727wdS:8AM-8PM,2024137271775320240108,2024,6,37,49,37,1775320240108010,3,5.50,0.00,125,15,1,6,3389,8,7,1,1,1,8,0,0,1,4,5,,137,6.00,,,Y,wd,1775320240108,3,,1775320240108010,1,2,S:8AM-8PM,28560,01,4,0,CRAVEN,1351,8,8,1,169239,,,1,37,2,1,1,8,15JAN25:15:38,8835440102,1000000003,,,C,,,958.21074581,2024013727wdS:8AM-8PM,,0,1775320240108010,05/05/2025
UNIDENTIFIED (SURFACE FISH),SPOTTED SEATROUT,2024013727weS:8AM-8PM,2024137271775320240115,2024,6,37,101,37,1775320240115001,2,4.00,0.00,40,12,1,6,469,8,7,2,1,1,8,0,0,2,0,5,,31,5.00,,,N,we,1775320240115,3,,1775320240115001,1,2,S:8AM-8PM,27577,01,,,,1447,8,8,1,169239,,,1,56,2,1,8,8,15JAN25:15:38,8835440102,1000000003,,,Q,,,591.23301275,2024013727weS:8AM-8PM,,0,1775320240115001,05/05/2025
UNIDENTIFIED (SURFACE FISH),RED DRUM,2024013727weS:8AM-8PM,2024137271775320240115,2024,6,37,133,37,1775320240115002,2,3.00,0.00,50,10,1,6,469,8,7,2,1,2,1,0,0,2,0,5,,31,3.00,,,Y,we,1775320240115,3,,1775320240115002,1,2,S:8AM-8PM,28546,01,0,1,ONSLOW,1453,8,8,1,169290,,,1,27,2,1,8,8,15JAN25:15:38,8835440901,1000000003,,,Q,,,591.23301275,2024013727weS:8AM-8PM,,0,1775320240115002,05/05/2025
UNIDENTIFIED (SURFACE FISH),RED DRUM,2024013727weS:8AM-8PM,2024137271775320240115,2024,6,37,31,37,1775320240115003,2,3.00,0.00,50,10,1,6,469,8,7,2,1,2,2,0,1,2,0,5,,31,3.00,,,Y,we,1775320240115,3,,1775320240115002,1,2,S:8AM-8PM,28570,01,0,1,CARTERET,1453,8,8,1,169290,,,1,68,2,2,8,8,15JAN25:15:38,8835440901,1000000003,,,Q,,,591.23301275,2024013727weS:8AM-8PM,,0,1775320240115003,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024023737wdS:8AM-8PM,2024137371775320240201,2024,6,37,129,37,1775320240201001,2,1.50,,15,2,1,6,492,8,7,2,1,1,8,0,0,0,0,5,,129,2.50,,,Y,wd,1775320240201,3,,1775320240201001,,3,S:8AM-8PM,28411,02,,,NEW HANOVER,1524,8,8,1,,,,1,29,2,1,8,8,15JAN25:15:38,1000000003,1000000003,,,U,,,91.791262399,2024023737wdS:8AM-8PM,,0,1775320240201001,05/05/2025
UNIDENTIFIED (SURFACE FISH),RED DRUM,2024023737wdS:8AM-8PM,2024137371775320240201,2024,6,37,129,37,1775320240201002,2,2.50,,19,19,1,6,492,8,7,2,1,1,8,0,0,0,0,5,,129,3.00,,,Y,wd,1775320240201,3,,1775320240201002,,3,S:8AM-8PM,28403,02,,,NEW HANOVER,1633,8,8,1,169290,,,1,29,2,1,8,8,15JAN25:15:38,8835440901,1000000003,,,U,,,91.791262399,2024023737wdS:8AM-8PM,,0,1775320240201002,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024023737weS:8AM-8PM,2024137371775320240209,2024,6,37,129,37,1775320240209001,3,0.50,,25,4,1,6,751,8,7,2,1,1,8,0,0,0,0,5,,129,1.00,,,Y,we,1775320240209,3,,1775320240209001,,3,S:8AM-8PM,28401,02,,,NEW HANOVER,1254,8,8,1,167680,,,1,64,2,1,8,8,15JAN25:15:38,8835020102,1000000003,,,8,,,445.16260284,2024023737weS:8AM-8PM,,0,1775320240209001,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024023737weS:8AM-8PM,2024137371775320240209,2024,6,37,19,37,1775320240209002,3,2.50,,40,5,1,6,751,8,7,2,1,2,1,0,0,0,0,5,,129,3.00,,,Y,we,1775320240209,3,,1775320240209002,,3,S:8AM-8PM,28451,02,,,BRUNSWICK,1313,8,8,1,167680,,,1,33,2,2,8,8,15JAN25:15:38,8835020102,1000000003,,,8,,,445.16260284,2024023737weS:8AM-8PM,,0,1775320240209002,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024023737weS:8AM-8PM,2024137371775320240209,2024,6,37,19,37,1775320240209003,3,2.50,,40,5,1,6,751,8,7,2,1,2,2,0,1,0,0,5,,129,3.00,,,Y,we,1775320240209,3,,1775320240209002,,3,S:8AM-8PM,28451,02,,,BRUNSWICK,1313,8,8,1,167680,,,2,29,2,2,8,8,15JAN25:15:38,8835020102,1000000003,,,8,,,445.16260284,2024023737weS:8AM-8PM,,0,1775320240209003,05/05/2025
RED DRUM,SPOTTED SEATROUT,2024023737weS:8AM-8PM,2024137371775320240210,2024,6,37,129,37,1775320240210001,2,2.00,0.00,35,2,1,6,3408,8,7,2,1,2,1,0,0,1,0,5,,129,4.00,,,Y,we,1775320240210,3,,1775320240210001,1,3,S:8AM-8PM,28405,02,,,NEW HANOVER,1135,8,8,1,169239,169290,,1,56,2,2,8,8,15JAN25:15:38,8835440102,8835440901,,,U,,,889.80332554,2024023737weS:8AM-8PM,,0,1775320240210001,05/05/2025
RED DRUM,SPOTTED SEATROUT,2024023737weS:8AM-8PM,2024137371775320240210,2024,6,37,129,37,1775320240210002,2,2.00,0.00,35,2,1,6,3408,8,7,2,1,2,2,0,1,1,0,5,,129,4.00,,,Y,we,1775320240210,3,,1775320240210001,1,3,S:8AM-8PM,28405,02,,,NEW HANOVER,1135,8,8,1,169239,169290,,1,58,2,2,8,8,15JAN25:15:38,8835440102,8835440901,,,U,,,889.80332554,2024023737weS:8AM-8PM,,0,1775320240210002,05/05/2025
UNIDENTIFIED (SURFACE FISH),RED DRUM,2024023737weS:8AM-8PM,2024137371775320240210,2024,6,37,129,37,1775320240210003,2,2.50,0.00,200,20,1,6,3408,8,7,2,1,2,1,0,0,2,0,5,,129,3.00,,,Y,we,1775320240210,3,,1775320240210003,1,3,S:8AM-8PM,28409,02,0,1,NEW HANOVER,1149,8,8,1,169290,,,1,41,2,2,8,8,15JAN25:15:38,8835440901,1000000003,,,U,,,889.80332554,2024023737weS:8AM-8PM,,0,1775320240210003,05/05/2025
UNIDENTIFIED (SURFACE FISH),RED DRUM,2024023737weS:8AM-8PM,2024137371775320240210,2024,6,37,129,37,1775320240210004,2,2.50,0.00,200,20,1,6,3408,8,7,2,1,2,2,0,1,1,0,5,,129,3.00,,,Y,we,1775320240210,3,,1775320240210003,1,3,S:8AM-8PM,28409,02,0,1,NEW HANOVER,1149,8,8,1,169290,,,1,39,2,2,8,8,15JAN25:15:38,8835440901,1000000003,,,U,,,889.80332554,2024023737weS:8AM-8PM,,0,1775320240210004,05/05/2025
RED DRUM,SPOTTED SEATROUT,2024023737weS:8AM-8PM,2024137371775320240210,2024,6,37,129,37,1775320240210005,2,1.00,,10,0,1,6,3408,8,7,2,1,2,1,0,0,0,0,5,,129,3.00,,,Y,we,1775320240210,3,,1775320240210005,,3,S:8AM-8PM,28412,02,,,NEW HANOVER,1212,8,8,1,169239,169290,,1,55,2,2,8,8,15JAN25:15:38,8835440102,8835440901,,,U,,,889.80332554,2024023737weS:8AM-8PM,,0,1775320240210005,05/05/2025
RED DRUM,SPOTTED SEATROUT,2024023737weS:8AM-8PM,2024137371775320240210,2024,6,37,129,37,1775320240210006,2,1.00,,10,0,1,6,3408,8,7,2,1,2,2,0,1,0,0,5,,129,3.00,,,Y,we,1775320240210,3,,1775320240210005,,3,S:8AM-8PM,28412,02,,,NEW HANOVER,1212,8,8,1,169239,169290,,2,60,2,2,8,8,15JAN25:15:38,8835440102,8835440901,,,U,,,889.80332554,2024023737weS:8AM-8PM,,0,1775320240210006,05/05/2025
UNIDENTIFIED (SURFACE FISH),RED DRUM,2024023737weS:8AM-8PM,2024137371775320240210,2024,6,37,141,37,1775320240210007,2,3.00,0.00,75,10,1,6,3408,8,7,2,1,1,8,0,0,2,0,5,,129,4.50,,,Y,we,1775320240210,3,,1775320240210007,1,3,S:8AM-8PM,28443,02,,,PENDER,1313,8,8,1,169290,,,1,41,2,2,8,8,15JAN25:15:38,8835440901,1000000003,,,U,,,889.80332554,2024023737weS:8AM-8PM,,0,1775320240210007,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024023737weS:8AM-8PM,2024137371775320240210,2024,6,37,129,37,1775320240210010,2,1.00,0.00,100,10,1,6,3408,8,7,2,1,1,8,0,0,1,0,5,,129,3.00,,,Y,we,1775320240210,3,,1775320240210010,1,3,S:8AM-8PM,28409,02,,,NEW HANOVER,1343,8,8,1,,,,1,23,2,2,8,8,15JAN25:15:38,1000000003,1000000003,,,U,,,889.80332554,2024023737weS:8AM-8PM,,0,1775320240210010,05/05/2025
UNIDENTIFIED (SURFACE FISH),SHEEPSHEAD,2024023737weS:8AM-8PM,2024137371775320240210,2024,6,37,129,37,1775320240210011,2,3.50,0.00,50,3,1,6,3408,8,7,2,1,2,1,0,0,1,0,5,,129,5.00,,,Y,we,1775320240210,3,,1775320240210011,1,3,S:8AM-8PM,28428,02,,,NEW HANOVER,1350,8,8,1,169189,,,1,36,2,2,8,8,15JAN25:15:38,8835430301,1000000003,,,U,,,889.80332554,2024023737weS:8AM-8PM,,0,1775320240210011,05/05/2025
UNIDENTIFIED (SURFACE FISH),SHEEPSHEAD,2024023737weS:8AM-8PM,2024137371775320240210,2024,6,37,59,37,1775320240210012,2,3.50,0.00,0,0,1,6,3408,8,7,2,1,2,2,0,1,1,0,5,,129,5.00,,,N,we,1775320240210,3,,1775320240210011,1,3,S:8AM-8PM,27014,02,,,,1350,8,8,1,169189,,,1,21,2,2,8,8,15JAN25:15:38,8835430301,1000000003,,,U,,,889.80332554,2024023737weS:8AM-8PM,,0,1775320240210012,05/05/2025
STRIPED BASS,RED DRUM,2024023737weS:8AM-8PM,2024137371775320240210,2024,6,37,19,37,1775320240210013,3,3.00,0.00,55,5,1,6,751,8,7,2,1,3,1,0,0,1,0,5,,129,4.00,,,Y,we,1775320240210,3,,1775320240210013,1,3,S:8AM-8PM,28451,02,,,BRUNSWICK,1541,8,8,1,169290,167680,,1,33,2,2,8,8,15JAN25:15:38,8835440901,8835020102,,,8,,,1036.8780481,2024023737weS:8AM-8PM,,0,1775320240210013,05/05/2025
STRIPED BASS,RED DRUM,2024023737weS:8AM-8PM,2024137371775320240210,2024,6,37,19,37,1775320240210014,3,3.00,,30,5,1,6,751,8,7,2,1,3,2,0,1,0,0,5,,129,4.00,,,Y,we,1775320240210,3,,1775320240210013,,3,S:8AM-8PM,28451,02,,,BRUNSWICK,1541,8,8,1,169290,167680,,2,31,2,2,8,8,15JAN25:15:38,8835440901,8835020102,,,8,,,1036.8780481,2024023737weS:8AM-8PM,,0,1775320240210014,05/05/2025
STRIPED BASS,RED DRUM,2024023737weS:8AM-8PM,2024137371775320240210,2024,6,37,19,37,1775320240210015,3,3.00,,30,5,1,6,751,8,7,2,1,3,2,0,1,0,0,5,,129,4.00,,,Y,we,1775320240210,3,,1775320240210013,,3,S:8AM-8PM,28451,02,,,BRUNSWICK,1541,8,8,1,169290,167680,,2,26,2,2,8,8,15JAN25:15:38,8835440901,8835020102,,,8,,,1036.8780481,2024023737weS:8AM-8PM,,0,1775320240210015,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024023737weS:8AM-8PM,2024137371775320240210,2024,6,37,129,37,1775320240210016,3,1.00,,25,3,1,6,751,8,7,2,1,2,1,0,0,0,0,5,,129,4.00,,,Y,we,1775320240210,3,,1775320240210016,,3,S:8AM-8PM,28405,02,,,NEW HANOVER,1552,8,8,1,,,,1,29,2,2,8,8,15JAN25:15:38,1000000003,1000000003,,,8,,,1036.8780481,2024023737weS:8AM-8PM,,0,1775320240210016,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024023737weS:8AM-8PM,2024137371775320240210,2024,6,37,129,37,1775320240210017,3,1.00,,25,3,1,6,751,8,7,2,1,2,2,0,1,0,0,5,,129,4.00,,,Y,we,1775320240210,3,,1775320240210016,,3,S:8AM-8PM,28405,02,,,NEW HANOVER,1552,8,8,1,,,,1,31,2,2,8,8,15JAN25:15:38,1000000003,1000000003,,,8,,,1036.8780481,2024023737weS:8AM-8PM,,0,1775320240210017,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024023737weS:8AM-8PM,2024137371775320240210,2024,6,37,19,37,1775320240210018,3,3.00,0.00,75,6,1,6,751,8,7,2,1,2,1,0,0,2,0,5,,129,4.50,,,Y,we,1775320240210,3,,1775320240210018,1,3,S:8AM-8PM,28422,02,,,BRUNSWICK,1653,8,8,1,167680,,,1,41,2,2,8,8,15JAN25:15:38,8835020102,1000000003,,,8,,,1036.8780481,2024023737weS:8AM-8PM,,0,1775320240210018,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024023737weS:8AM-8PM,2024137371775320240210,2024,6,37,19,37,1775320240210019,3,3.00,0.00,75,6,1,6,751,8,7,2,1,2,2,0,1,1,0,5,,129,4.50,,,Y,we,1775320240210,3,,1775320240210018,1,3,S:8AM-8PM,28422,02,,,BRUNSWICK,1653,8,8,1,167680,,,2,38,2,2,8,8,15JAN25:15:38,8835020102,1000000003,,,8,,,1036.8780481,2024023737weS:8AM-8PM,,0,1775320240210019,05/05/2025
BLACK DRUM,RED DRUM,2024023737weS:8AM-8PM,2024137371775320240218,2024,6,37,129,37,1775320240218001,2,1.00,,100,5,1,6,492,8,7,2,1,1,8,0,0,0,0,5,,129,1.00,,,Y,we,1775320240218,3,,1775320240218001,,3,S:8AM-8PM,28405,02,,,NEW HANOVER,1127,8,8,1,169290,169288,,1,21,2,1,8,8,15JAN25:15:38,8835440901,8835440801,,,U,,,272.23628172,2024023737weS:8AM-8PM,,0,1775320240218001,05/05/2025
UNIDENTIFIED (SURFACE FISH),SHEEPSHEAD,2024023737weS:8AM-8PM,2024137371775320240218,2024,6,37,129,37,1775320240218004,2,2.50,0.00,100,4,1,6,492,8,7,2,1,1,8,0,0,2,0,5,,129,3.50,,,Y,we,1775320240218,3,,1775320240218004,1,3,S:8AM-8PM,28405,02,,,NEW HANOVER,1306,8,8,1,169189,,,1,34,2,2,8,8,15JAN25:15:38,8835430301,1000000003,,,U,,,272.23628172,2024023737weS:8AM-8PM,,0,1775320240218004,05/05/2025
UNIDENTIFIED (SURFACE FISH),SPOTTED SEATROUT,2024023737weS:8AM-8PM,2024137371775320240218,2024,6,37,129,37,1775320240218005,2,4.00,0.00,200,15,1,6,492,8,7,2,1,3,1,0,0,1,0,5,,129,4.50,,,Y,we,1775320240218,3,,1775320240218005,1,3,S:8AM-8PM,28480,02,,,NEW HANOVER,1404,8,8,1,169239,,,1,51,2,2,8,8,15JAN25:15:38,8835440102,1000000003,,,U,,,278.66227104,2024023737weS:8AM-8PM,,0,1775320240218005,05/05/2025
UNIDENTIFIED (SURFACE FISH),SPOTTED SEATROUT,2024023737weS:8AM-8PM,2024137371775320240218,2024,6,37,49,37,1775320240218006,2,4.00,0.00,30,0,1,6,492,8,7,2,1,3,2,0,1,1,0,5,,129,4.50,,,Y,we,1775320240218,3,,1775320240218005,1,3,S:8AM-8PM,28586,02,,,CRAVEN,1404,8,8,1,169239,,,1,46,2,2,8,8,15JAN25:15:38,8835440102,1000000003,,,U,,,278.66227104,2024023737weS:8AM-8PM,,0,1775320240218006,05/05/2025
UNIDENTIFIED (SURFACE FISH),SPOTTED SEATROUT,2024023737weS:8AM-8PM,2024137371775320240218,2024,6,37,49,37,1775320240218007,2,4.00,0.00,30,0,1,6,492,8,7,2,1,3,2,0,1,1,0,5,,129,4.50,,,Y,we,1775320240218,3,,1775320240218005,1,3,S:8AM-8PM,28586,02,,,CRAVEN,1404,8,8,1,169239,,,1,63,2,2,8,8,15JAN25:15:38,8835440102,1000000003,,,U,,,278.66227104,2024023737weS:8AM-8PM,,0,1775320240218007,05/05/2025
UNIDENTIFIED (SURFACE FISH),SPOTTED SEATROUT,2024023737weS:8AM-8PM,2024137371775320240218,2024,6,37,141,37,1775320240218008,2,0.50,,65,8,1,6,492,8,7,2,1,2,1,0,0,0,0,5,,129,2.00,,,Y,we,1775320240218,3,,1775320240218008,,3,S:8AM-8PM,28435,02,,,PENDER,1429,8,8,1,169239,,,1,51,2,2,8,8,15JAN25:15:38,8835440102,1000000003,,,U,,,278.66227104,2024023737weS:8AM-8PM,,0,1775320240218008,05/05/2025
UNIDENTIFIED (SURFACE FISH),SPOTTED SEATROUT,2024023737weS:8AM-8PM,2024137371775320240218,2024,6,37,141,37,1775320240218009,2,0.50,,65,8,1,6,492,8,7,2,1,2,2,0,1,0,0,5,,129,2.00,,,Y,we,1775320240218,3,,1775320240218008,,3,S:8AM-8PM,28435,02,,,PENDER,1429,8,8,1,169239,,,1,29,2,2,8,8,15JAN25:15:38,8835440102,1000000003,,,U,,,278.66227104,2024023737weS:8AM-8PM,,0,1775320240218009,05/05/2025
RED DRUM,SPOTTED SEATROUT,2024023737weS:8AM-8PM,2024137371775320240218,2024,6,37,93,37,1775320240218010,2,2.00,0.00,10,0,1,6,492,8,7,2,1,2,1,0,0,2,0,5,,129,3.00,,,N,we,1775320240218,3,,1775320240218010,1,3,S:8AM-8PM,28376,02,,,,1459,8,8,1,169239,169290,,1,33,2,2,8,8,15JAN25:15:38,8835440102,8835440901,,,U,,,278.66227104,2024023737weS:8AM-8PM,,0,1775320240218010,05/05/2025
RED DRUM,SPOTTED SEATROUT,2024023737weS:8AM-8PM,2024137371775320240218,2024,6,37,93,37,1775320240218011,2,2.00,0.00,10,0,1,6,492,8,7,2,1,2,2,0,1,1,0,5,,129,3.00,,,N,we,1775320240218,3,,1775320240218010,1,3,S:8AM-8PM,28376,02,,,,1459,8,8,1,169239,169290,,1,39,2,2,8,8,15JAN25:15:38,8835440102,8835440901,,,U,,,278.66227104,2024023737weS:8AM-8PM,,0,1775320240218011,05/05/2025
RED DRUM,BLACK DRUM,2024023737wdS:8AM-8PM,2024137371782120240221,2024,6,37,19,37,1782120240221001,5,2.00,,20,2,1,6,636,8,7,2,1,1,8,0,0,0,0,5,,19,4.00,,,Y,wd,1782120240221,3,,1782120240221001,,3,S:8AM-8PM,28461,02,,,BRUNSWICK,1424,8,8,1,169288,169290,,1,79,2,1,8,8,15JAN25:15:38,8835440801,8835440901,,,Z,,,276.83050671,2024023737wdS:8AM-8PM,,0,1782120240221001,05/05/2025
UNIDENTIFIED (SURFACE FISH),SPOTTED SEATROUT,2024013727wdS:8AM-8PM,2024137271796220240103,2024,6,37,81,37,1796220240103002,3,5.00,,20,6,1,6,813,8,7,2,1,1,8,0,0,0,0,5,,31,6.00,,,N,wd,1796220240103,4,,1796220240103002,,2,S:8AM-8PM,27403,01,,,,1826,8,8,1,169239,,,1,45,2,1,8,8,15JAN25:15:38,8835440102,1000000003,,,E,,,2021.9877738,2024013727wdS:8AM-8PM,,0,1796220240103002,05/05/2025
UNIDENTIFIED (SURFACE FISH),SPOTTED SEATROUT,2024013727wdS:8AM-8PM,2024137271796220240108,2024,6,37,13,37,1796220240108001,3,1.50,0.00,100,15,1,6,4,8,7,1,1,1,8,0,0,2,4,5,,13,2.00,,,Y,wd,1796220240108,3,,1796220240108001,1,2,S:8AM-8PM,27808,01,4,0,BEAUFORT,1535,8,8,1,169239,,,1,67,2,1,1,8,15JAN25:15:38,8835440102,1000000003,,,M,,,6664.5911081,2024013727wdS:8AM-8PM,,0,1796220240108001,05/05/2025
UNIDENTIFIED (SURFACE FISH),SPOTTED SEATROUT,2024013727wdS:8AM-8PM,2024137271796220240124,2024,6,37,101,37,1796220240124001,3,4.00,0.00,50,4,1,6,3389,8,7,1,2,2,1,0,0,1,7,5,,137,5.50,,,N,wd,1796220240124,3,,1796220240124001,1,2,S:8AM-8PM,27577,01,7,0,,1205,8,8,1,169239,,,1,46,2,1,2,2,15JAN25:15:38,8835440102,1000000003,,,C,,,1094.5214802,2024013727wdS:8AM-8PM,,0,1796220240124001,05/05/2025
UNIDENTIFIED (SURFACE FISH),SPOTTED SEATROUT,2024013727wdS:8AM-8PM,2024137271796220240124,2024,6,37,101,37,1796220240124002,3,4.00,,50,4,1,6,3389,8,7,3,0,2,2,1,1,0,0,5,,137,5.50,,,N,wd,1796220240124,3,,1796220240124001,,2,S:8AM-8PM,27577,01,,,,1206,8,8,1,169239,,,1,16,2,2,8,8,15JAN25:15:38,8835440102,1000000003,,,C,,,1094.5214802,2024013727wdS:8AM-8PM,,0,1796220240124001,05/05/2025
UNIDENTIFIED (SURFACE FISH),SPOTTED SEATROUT,2024013727wdS:8AM-8PM,2024137271796220240124,2024,6,37,49,37,1796220240124003,3,2.00,,20,0,1,6,3389,8,7,2,1,2,1,0,0,0,0,5,,137,2.50,,,Y,wd,1796220240124,3,,1796220240124003,,2,S:8AM-8PM,28562,01,,,CRAVEN,1224,8,8,1,169239,,,1,70,2,2,8,8,15JAN25:15:38,8835440102,1000000003,,,C,,,1094.5214802,2024013727wdS:8AM-8PM,,0,1796220240124003,05/05/2025
UNIDENTIFIED (SURFACE FISH),SPOTTED SEATROUT,2024013727wdS:8AM-8PM,2024137271796220240124,2024,6,37,49,37,1796220240124004,3,2.00,,20,0,1,6,3389,8,7,2,1,2,2,0,1,0,0,5,,137,2.50,,,Y,wd,1796220240124,3,,1796220240124003,,2,S:8AM-8PM,28562,01,,,CRAVEN,1224,8,8,1,169239,,,1,70,2,2,8,8,15JAN25:15:38,8835440102,1000000003,,,C,,,1094.5214802,2024013727wdS:8AM-8PM,,0,1796220240124004,05/05/2025
UNIDENTIFIED (SURFACE FISH),SPOTTED SEATROUT,2024013727wdS:8AM-8PM,2024137271796220240124,2024,6,37,107,37,1796220240124005,3,4.50,,30,3,1,6,3389,8,7,2,1,2,1,0,0,0,0,5,,137,5.00,,,Y,wd,1796220240124,3,,1796220240124005,,2,S:8AM-8PM,28504,01,,,LENOIR,1228,8,8,1,169239,,,1,76,2,1,8,8,15JAN25:15:38,8835440102,1000000003,,,C,,,1094.5214802,2024013727wdS:8AM-8PM,,0,1796220240124005,05/05/2025
UNIDENTIFIED (SURFACE FISH),SPOTTED SEATROUT,2024013727wdS:8AM-8PM,2024137271796220240124,2024,6,37,107,37,1796220240124006,3,4.50,,30,3,1,6,3389,8,7,2,1,2,2,0,1,0,0,5,,137,5.00,,,Y,wd,1796220240124,3,,1796220240124005,,2,S:8AM-8PM,28504,01,,,LENOIR,1228,8,8,1,169239,,,1,75,2,2,8,8,15JAN25:15:38,8835440102,1000000003,,,C,,,1094.5214802,2024013727wdS:8AM-8PM,,0,1796220240124006,05/05/2025
UNIDENTIFIED (SURFACE FISH),SPOTTED SEATROUT,2024013727wdS:8AM-8PM,2024137271796220240124,2024,6,37,31,37,1796220240124007,3,5.00,,50,5,1,6,3389,8,7,2,1,1,8,0,0,0,0,5,,137,5.50,,,Y,wd,1796220240124,3,,1796220240124007,,2,S:8AM-8PM,28584,01,,,CARTERET,1236,8,8,1,169239,,,1,53,2,1,8,8,15JAN25:15:38,8835440102,1000000003,,,C,,,1094.5214802,2024013727wdS:8AM-8PM,,0,1796220240124007,05/05/2025
UNIDENTIFIED (SURFACE FISH),SPOTTED SEATROUT,2024013727wdS:8AM-8PM,2024137271796220240124,2024,6,37,133,37,1796220240124008,3,3.50,0.00,20,3,1,6,3389,8,7,2,1,2,1,0,0,1,0,5,,137,5.00,,,Y,wd,1796220240124,3,,1796220240124008,1,2,S:8AM-8PM,28555,01,,,ONSLOW,1239,8,8,1,169239,,,1,65,2,2,8,8,15JAN25:15:38,8835440102,1000000003,,,C,,,1094.5214802,2024013727wdS:8AM-8PM,,0,1796220240124008,05/05/2025
UNIDENTIFIED (SURFACE FISH),SPOTTED SEATROUT,2024013727wdS:8AM-8PM,2024137271796220240124,2024,6,37,137,37,1796220240124009,3,3.50,,20,3,1,6,3389,8,7,2,1,2,2,0,1,0,0,5,,137,5.00,,,Y,wd,1796220240124,3,,1796220240124008,,2,S:8AM-8PM,28560,01,,,PAMLICO,1239,8,8,1,169239,,,1,73,2,2,8,8,15JAN25:15:38,8835440102,1000000003,,,C,,,1094.5214802,2024013727wdS:8AM-8PM,,0,1796220240124009,05/05/2025
UNIDENTIFIED (SURFACE FISH),SPOTTED SEATROUT,2024013727wdS:8AM-8PM,2024137271796220240124,2024,6,37,133,37,1796220240124010,3,5.00,,100,15,1,6,3389,8,7,2,1,2,1,0,0,0,0,5,,137,5.00,,,Y,wd,1796220240124,3,,1796220240124010,,2,S:8AM-8PM,28584,01,,,ONSLOW,1247,8,8,1,169239,,,1,65,2,2,8,8,15JAN25:15:38,8835440102,1000000003,,,C,,,1094.5214802,2024013727wdS:8AM-8PM,,0,1796220240124010,05/05/2025
UNIDENTIFIED (SURFACE FISH),SPOTTED SEATROUT,2024013727wdS:8AM-8PM,2024137271796220240124,2024,6,37,133,37,1796220240124011,3,5.00,0.00,100,15,1,6,3389,8,7,1,1,2,2,0,1,0,2,5,,137,5.00,,,Y,wd,1796220240124,3,,1796220240124010,1,2,S:8AM-8PM,28539,01,2,0,ONSLOW,1247,8,8,1,169239,,,1,68,2,1,1,8,15JAN25:15:38,8835440102,1000000003,,,C,,,1094.5214802,2024013727wdS:8AM-8PM,,0,1796220240124011,05/05/2025
UNIDENTIFIED (SURFACE FISH),SPOTTED SEATROUT,2024013727wdS:8AM-8PM,2024137271796220240124,2024,6,37,19,37,1796220240124012,3,4.00,,50,3,1,6,3389,8,7,2,1,3,1,0,0,0,0,5,,137,5.00,,,Y,wd,1796220240124,3,,1796220240124012,,2,S:8AM-8PM,28461,01,,,BRUNSWICK,1257,8,8,1,169239,,,1,69,2,1,8,8,15JAN25:15:38,8835440102,1000000003,,,C,,,1094.5214802,2024013727wdS:8AM-8PM,,0,1796220240124012,05/05/2025
UNIDENTIFIED (SURFACE FISH),SPOTTED SEATROUT,2024013727wdS:8AM-8PM,2024137271796220240124,2024,6,37,129,37,1796220240124013,3,4.00,,50,3,1,6,3389,8,7,2,1,3,2,0,1,0,0,5,,137,5.00,,,Y,wd,1796220240124,3,,1796220240124012,,2,S:8AM-8PM,99999,01,,,NEW HANOVER,1257,8,8,1,169239,,,1,74,2,2,8,8,15JAN25:15:38,8835440102,1000000003,,,C,,,1094.5214802,2024013727wdS:8AM-8PM,,0,1796220240124013,05/05/2025
