PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,ID_CODE,AREA,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,WAVE,SUB_REG,INTSITE,MODE_F,MODE_FX,CATCH,CNTRBTRS,PARTY,FIRST,NUM_TYP4,NUM_TYP6,NUM_TYP2,NUM_TYP3,AREA_X,ON_LIST,CNTY,BOAT_HRS,NUM_TYP9,TELEFON,COASTAL,KOD,NEW_LIST,ASG_CODE,MODE_ASG,PRT_CODE,CELLTYPE,REGION,STRAT_INTERVAL,ZIP,MONTH,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,MODE2001,DIST,GEAR,TSN1,TSN2,PVT_RES,SEX,AGE,ART_REEF,ADD_PH,F_BY_P,SEP_FISH,DATE1,PRIM1,PRIM2,TURTLE,REEFCODE,AREA_NC,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,DATE_PUBLISHED
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024123404weHEAD-BOAT,2024634041757320241207,2024,5,34,23,34,1757320241207005,1,4.00,0.00,0,0,6,5,101,6,4,1,1,49,2,0,1,1,1,1,1,25,6.50,,,Y,we,1,1757320241207,6,1757320241207001,1,0,HEAD-BOAT,08902,12,2,0,MIDDLESEX,824,6,1,1,167680,,,,21,2,1,1,8,04MAR25:11:22,8835020102,1000000003,,,,,,116.87292233,2024123404weHEAD-BOAT,,0,1757320241207005,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024123404weHEAD-BOAT,2024634041757320241207,2024,5,42,71,34,1757320241207006,1,4.00,0.00,0,0,6,5,101,6,4,1,1,49,2,0,1,0,1,1,1,25,6.50,,,O,we,1,1757320241207,6,1757320241207001,1,0,HEAD-BOAT,17520,12,1,0,,824,6,1,1,167680,,,,26,2,1,1,8,04MAR25:11:22,8835020102,1000000003,,,,,,116.87292233,2024123404weHEAD-BOAT,,0,1757320241207006,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024123404weHEAD-BOAT,2024634041757320241207,2024,5,42,71,34,1757320241207007,1,4.00,0.00,0,0,6,5,101,6,4,2,1,49,2,0,1,2,0,1,1,25,6.50,,,O,we,1,1757320241207,6,1757320241207001,1,0,HEAD-BOAT,17555,12,0,1,,824,6,1,1,167680,,,,24,2,1,8,8,04MAR25:11:22,8835020102,1000000003,,,,,,116.87292233,2024123404weHEAD-BOAT,,0,1757320241207007,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024123404weHEAD-BOAT,2024634041757320241207,2024,5,34,23,34,1757320241207008,1,4.00,0.00,0,0,6,5,101,6,4,2,1,49,2,0,1,1,0,1,1,25,6.50,,,Y,we,1,1757320241207,6,1757320241207001,1,0,HEAD-BOAT,08902,12,0,1,MIDDLESEX,824,6,1,1,167680,,,,19,2,1,8,8,04MAR25:11:22,8835020102,1000000003,,,,,,116.87292233,2024123404weHEAD-BOAT,,0,1757320241207008,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024123404weHEAD-BOAT,2024634041757320241207,2024,5,42,91,34,1757320241207009,1,4.00,0.00,20,2,6,5,101,6,4,1,1,49,2,0,1,1,1,1,1,25,6.50,,,O,we,1,1757320241207,6,1757320241207001,1,0,HEAD-BOAT,19038,12,1,0,,824,6,1,1,167680,,,,54,2,1,1,8,04MAR25:11:22,8835020102,1000000003,,,,,,116.87292233,2024123404weHEAD-BOAT,,0,1757320241207009,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024123404weHEAD-BOAT,2024634041757320241207,2024,5,34,29,34,1757320241207010,1,4.00,0.00,50,10,6,5,101,6,4,1,1,49,2,0,1,0,1,1,1,25,6.50,,,Y,we,1,1757320241207,6,1757320241207001,1,0,HEAD-BOAT,08527,12,2,0,OCEAN,824,6,1,1,167680,,,,65,2,1,1,8,04MAR25:11:22,8835020102,1000000003,,,,,,116.87292233,2024123404weHEAD-BOAT,,0,1757320241207010,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024123404weHEAD-BOAT,2024634041757320241207,2024,5,42,91,34,1757320241207011,1,4.00,0.00,50,4,6,5,101,6,4,1,1,49,2,0,1,1,1,1,1,25,6.50,,,O,we,1,1757320241207,6,1757320241207001,1,0,HEAD-BOAT,19462,12,2,0,,824,6,1,1,167680,,,,75,2,1,1,8,04MAR25:11:22,8835020102,1000000003,,,,,,116.87292233,2024123404weHEAD-BOAT,,0,1757320241207011,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024123404weHEAD-BOAT,2024634041757320241207,2024,5,34,37,34,1757320241207012,1,4.00,0.00,42,18,6,5,101,6,4,1,1,49,2,0,1,1,1,1,1,25,6.50,,,N,we,1,1757320241207,6,1757320241207001,1,0,HEAD-BOAT,07461,12,2,6,,824,6,1,1,167680,,,,64,2,1,1,8,04MAR25:11:22,8835020102,1000000003,,,,,,116.87292233,2024123404weHEAD-BOAT,,0,1757320241207012,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024113404weHEAD-BOAT,2024634041784620241116,2024,5,34,15,34,1784620241116001,1,5.50,0.00,1,0,6,5,101,6,4,2,1,32,1,0,0,1,0,1,1,25,9.00,,,Y,we,1,1784620241116,6,1784620241116001,1,0,HEAD-BOAT,08085,11,0,1,GLOUCESTER,613,6,1,1,167680,,,,72,2,1,8,8,04MAR25:11:22,8835020102,1000000003,,,,,,84.613610607,2024113404weHEAD-BOAT,,0,1784620241116001,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024113404weHEAD-BOAT,2024634041784620241116,2024,5,42,11,34,1784620241116002,1,5.50,0.00,0,0,6,5,101,6,4,2,1,32,2,0,1,0,0,1,1,25,9.00,1,,O,we,1,1784620241116,6,1784620241116001,1,0,HEAD-BOAT,19518,11,,,,613,6,1,1,167680,,,,17,2,2,8,8,04MAR25:11:22,8835020102,1000000003,,,,,,84.613610607,2024113404weHEAD-BOAT,,0,1784620241116002,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024113404weHEAD-BOAT,2024634041784620241116,2024,5,42,45,34,1784620241116003,1,5.50,0.00,0,0,6,5,101,6,4,1,1,32,2,0,1,0,1,1,1,25,9.00,2,,O,we,1,1784620241116,6,1784620241116001,1,0,HEAD-BOAT,19342,11,1,0,,613,6,1,1,167680,,,,29,2,2,1,8,04MAR25:11:22,8835020102,1000000003,,,,,,84.613610607,2024113404weHEAD-BOAT,,0,1784620241116003,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024113404weHEAD-BOAT,2024634041784620241116,2024,5,42,11,34,1784620241116004,1,5.50,0.00,3,0,6,5,101,6,4,1,1,32,2,0,1,0,1,1,1,25,9.00,1,,O,we,1,1784620241116,6,1784620241116001,1,0,HEAD-BOAT,19518,11,1,0,,613,6,1,1,167680,,,,42,2,1,1,8,04MAR25:11:22,8835020102,1000000003,,,,,,84.613610607,2024113404weHEAD-BOAT,,0,1784620241116004,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024113404weHEAD-BOAT,2024634041784620241116,2024,5,34,17,34,1784620241116005,1,5.50,0.00,6,3,6,5,101,6,4,1,1,32,2,0,1,0,2,1,1,25,9.00,2,,Y,we,1,1784620241116,6,1784620241116001,1,0,HEAD-BOAT,07093,11,2,0,HUDSON,616,6,1,1,167680,,,,42,2,1,1,8,04MAR25:11:22,8835020102,1000000003,,,,,,84.613610607,2024113404weHEAD-BOAT,,0,1784620241116005,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024113404weHEAD-BOAT,2024634041784620241116,2024,5,36,103,34,1784620241116006,1,5.50,0.00,6,1,6,5,101,6,4,1,1,32,2,0,1,0,1,1,1,25,9.00,,,O,we,1,1784620241116,6,1784620241116001,1,0,HEAD-BOAT,11718,11,1,0,SUFFOLK,616,6,1,1,167680,,,,69,2,2,1,8,04MAR25:11:22,8835020102,1000000003,,,,,,84.613610607,2024113404weHEAD-BOAT,,0,1784620241116006,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024113404weHEAD-BOAT,2024634041784620241116,2024,5,34,27,34,1784620241116007,1,5.50,0.00,20,8,6,5,101,6,4,1,4,32,2,0,1,1,5,1,1,25,9.00,,,Y,we,1,1784620241116,6,1784620241116001,1,0,HEAD-BOAT,07981,11,5,0,MORRIS,631,6,1,1,167680,,,,54,2,2,2,2,04MAR25:11:22,8835020102,1000000003,,,,,,84.613610607,2024113404weHEAD-BOAT,,0,1784620241116007,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024113404weHEAD-BOAT,2024634041784620241116,2024,5,34,27,34,1784620241116008,1,5.50,0.00,10,10,6,5,101,6,4,3,0,32,2,1,1,1,0,1,1,25,9.00,,,Y,we,1,1784620241116,6,1784620241116001,1,0,HEAD-BOAT,07981,11,,,MORRIS,631,6,1,1,167680,,,,54,2,1,8,8,04MAR25:11:22,8835020102,1000000003,,,,,,84.613610607,2024113404weHEAD-BOAT,,0,1784620241116007,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024113404weHEAD-BOAT,2024634041784620241116,2024,5,34,25,34,1784620241116009,1,5.50,0.00,10,2,6,5,101,6,4,3,0,32,2,1,1,1,0,1,1,25,9.00,,,Y,we,1,1784620241116,6,1784620241116001,1,0,HEAD-BOAT,07731,11,,,MONMOUTH,631,6,1,1,167680,,,,51,2,2,8,8,04MAR25:11:22,8835020102,1000000003,,,,,,84.613610607,2024113404weHEAD-BOAT,,0,1784620241116007,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024113404weHEAD-BOAT,2024634041784620241116,2024,5,34,25,34,1784620241116010,1,5.50,,10,4,6,5,101,6,4,2,1,32,2,0,1,0,0,1,1,25,9.00,,,Y,we,1,1784620241116,6,1784620241116001,,0,HEAD-BOAT,07762,11,,,MONMOUTH,637,6,1,1,167680,,,,56,2,1,8,8,04MAR25:11:22,8835020102,1000000003,,,,,,84.613610607,2024113404weHEAD-BOAT,,0,1784620241116010,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024113404weHEAD-BOAT,2024634041784620241116,2024,5,34,25,34,1784620241116011,1,5.50,0.00,0,0,6,5,101,6,4,1,1,32,2,0,1,1,1,1,1,25,9.00,,,Y,we,1,1784620241116,6,1784620241116001,1,0,HEAD-BOAT,07762,11,1,0,MONMOUTH,637,6,1,1,167680,,,,14,2,2,1,8,04MAR25:11:22,8835020102,1000000003,,,,,,84.613610607,2024113404weHEAD-BOAT,,0,1784620241116011,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024113404weHEAD-BOAT,2024634041784620241116,2024,5,34,29,34,1784620241116012,1,5.50,0.00,30,15,6,5,101,6,4,1,1,32,2,0,1,0,1,1,1,25,9.00,,,Y,we,1,1784620241116,6,1784620241116001,1,0,HEAD-BOAT,08723,11,1,0,OCEAN,637,6,1,1,167680,,,,14,2,2,1,8,04MAR25:11:22,8835020102,1000000003,,,,,,84.613610607,2024113404weHEAD-BOAT,,0,1784620241116012,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024113404weHEAD-BOAT,2024634041784620241116,2024,5,34,15,34,1784620241116013,1,5.50,0.00,6,2,6,5,101,6,4,1,1,32,2,0,1,1,2,1,1,25,9.00,,,Y,we,1,1784620241116,6,1784620241116001,1,0,HEAD-BOAT,08094,11,2,0,GLOUCESTER,641,6,1,1,167680,,,,48,2,2,1,8,04MAR25:11:22,8835020102,1000000003,,,,,,84.613610607,2024113404weHEAD-BOAT,,0,1784620241116013,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024113404weHEAD-BOAT,2024634041784620241116,2024,5,34,15,34,1784620241116014,1,5.50,0.00,6,1,6,5,101,6,4,1,1,32,2,0,1,1,1,1,1,25,9.00,,,Y,we,1,1784620241116,6,1784620241116001,1,0,HEAD-BOAT,08094,11,1,0,GLOUCESTER,641,6,1,1,167680,,,,50,2,1,1,8,04MAR25:11:22,8835020102,1000000003,,,,,,84.613610607,2024113404weHEAD-BOAT,,0,1784620241116014,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024113404weHEAD-BOAT,2024634041784620241116,2024,5,42,45,34,1784620241116015,1,5.50,,2,0,6,5,101,6,4,2,1,32,2,0,1,0,0,1,1,25,9.00,,,O,we,1,1784620241116,6,1784620241116001,,0,HEAD-BOAT,19342,11,,,,654,6,1,1,167680,,,,59,2,1,8,8,04MAR25:11:22,8835020102,1000000003,,,,,,84.613610607,2024113404weHEAD-BOAT,,0,1784620241116015,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024113404weHEAD-BOAT,2024634041784620241116,2024,5,42,101,34,1784620241116016,1,5.50,,1,0,6,5,101,6,4,2,1,32,2,0,1,0,0,1,1,25,9.00,,,O,we,1,1784620241116,6,1784620241116001,,0,HEAD-BOAT,19148,11,,,,655,6,1,1,167680,,,,34,2,1,8,8,04MAR25:11:22,8835020102,1000000003,,,,,,84.613610607,2024113404weHEAD-BOAT,,0,1784620241116016,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024123404weHEAD-BOAT,2024634041784620241201,2024,5,34,19,34,1784620241201001,1,3.00,0.00,35,6,6,5,100,6,4,1,1,14,1,0,0,0,2,1,1,25,6.00,10,,N,we,1,1784620241201,6,1784620241201001,1,0,HEAD-BOAT,07830,12,2,0,,730,6,1,1,167680,,,,50,2,1,1,8,04MAR25:11:22,8835020102,1000000003,,,,,,28.621940163,2024123404weHEAD-BOAT,,0,1784620241201001,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024123404weHEAD-BOAT,2024634041784620241201,2024,5,34,19,34,1784620241201002,1,3.00,0.00,35,6,6,5,100,6,4,1,1,14,2,0,1,0,1,1,1,25,6.00,7,,N,we,1,1784620241201,6,1784620241201001,1,0,HEAD-BOAT,07830,12,1,0,,730,6,1,1,167680,,,,31,2,1,1,8,04MAR25:11:22,8835020102,1000000003,,,,,,28.621940163,2024123404weHEAD-BOAT,,0,1784620241201002,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024123404weHEAD-BOAT,2024634041784620241201,2024,5,34,13,34,1784620241201003,1,3.00,0.00,45,21,6,5,100,6,4,1,10,14,2,0,1,2,24,1,1,25,6.00,,,Y,we,1,1784620241201,6,1784620241201001,1,0,HEAD-BOAT,07110,12,24,0,ESSEX,734,6,1,1,167680,,,,35,2,1,2,2,04MAR25:11:22,8835020102,1000000003,,,,,,28.621940163,2024123404weHEAD-BOAT,,0,1784620241201003,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024123404weHEAD-BOAT,2024634041784620241201,2024,5,34,31,34,1784620241201004,1,3.00,0.00,3,2,6,5,100,6,4,3,0,14,2,1,1,3,0,1,1,25,6.00,,,Y,we,1,1784620241201,6,1784620241201001,1,0,HEAD-BOAT,07470,12,,,PASSAIC,734,6,1,1,167680,,,,44,2,1,8,8,04MAR25:11:22,8835020102,1000000003,,,,,,28.621940163,2024123404weHEAD-BOAT,,0,1784620241201003,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024123404weHEAD-BOAT,2024634041784620241201,2024,5,42,95,34,1784620241201005,1,3.00,0.00,14,7,6,5,100,6,4,3,0,14,2,1,1,2,0,1,1,25,6.00,,,O,we,1,1784620241201,6,1784620241201001,1,0,HEAD-BOAT,18017,12,,,,745,6,1,1,167680,,,,18,2,2,8,8,04MAR25:11:22,8835020102,1000000003,,,,,,28.621940163,2024123404weHEAD-BOAT,,0,1784620241201003,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024123404weHEAD-BOAT,2024634041784620241201,2024,5,34,25,34,1784620241201006,1,3.00,0.00,350,58,6,5,100,6,4,3,0,14,2,1,1,0,0,1,1,25,6.00,10,,Y,we,1,1784620241201,6,1784620241201001,1,0,HEAD-BOAT,07733,12,,,MONMOUTH,747,6,1,1,167680,,,,76,2,1,8,8,04MAR25:11:22,8835020102,1000000003,,,,,,28.621940163,2024123404weHEAD-BOAT,,0,1784620241201003,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024123404weHEAD-BOAT,2024634041784620241201,2024,5,42,95,34,1784620241201007,1,3.00,0.00,60,8,6,5,100,6,4,3,0,14,2,1,1,2,0,1,1,25,6.00,,,O,we,1,1784620241201,6,1784620241201001,1,0,HEAD-BOAT,18017,12,,,,749,6,1,1,167680,,,,20,2,1,8,8,04MAR25:11:22,8835020102,1000000003,,,,,,28.621940163,2024123404weHEAD-BOAT,,0,1784620241201003,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024123404weHEAD-BOAT,2024634041784620241201,2024,5,34,3,34,1784620241201008,1,3.00,0.00,80,20,6,5,100,6,4,3,0,14,2,1,1,2,0,1,1,25,6.00,,,Y,we,1,1784620241201,6,1784620241201001,1,0,HEAD-BOAT,07601,12,,,BERGEN,752,6,1,1,167680,,,,59,2,1,8,8,04MAR25:11:22,8835020102,1000000003,,,,,,28.621940163,2024123404weHEAD-BOAT,,0,1784620241201003,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024123404weHEAD-BOAT,2024634041784620241201,2024,5,34,37,34,1784620241201009,1,3.00,0.00,40,15,6,5,100,6,4,3,0,14,2,1,1,1,0,1,1,25,6.00,,,N,we,1,1784620241201,6,1784620241201001,1,0,HEAD-BOAT,07461,12,,,,754,6,1,1,167680,,,,64,2,1,8,8,04MAR25:11:22,8835020102,1000000003,,,,,,28.621940163,2024123404weHEAD-BOAT,,0,1784620241201003,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024123404weHEAD-BOAT,2024634041784620241201,2024,5,34,17,34,1784620241201010,1,3.00,0.00,0,0,6,5,100,6,4,3,0,14,2,1,1,2,0,1,1,25,6.00,,,Y,we,1,1784620241201,6,1784620241201001,1,0,HEAD-BOAT,07030,12,,,HUDSON,756,6,1,1,167680,,,,36,2,1,8,8,04MAR25:11:22,8835020102,1000000003,,,,,,28.621940163,2024123404weHEAD-BOAT,,0,1784620241201003,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024123404weHEAD-BOAT,2024634041784620241201,2024,5,34,13,34,1784620241201011,1,3.00,,0,0,6,5,100,6,4,2,1,14,2,0,1,0,0,1,1,25,6.00,,,Y,we,1,1784620241201,6,1784620241201001,,0,HEAD-BOAT,07044,12,,,ESSEX,757,6,1,1,167680,,,,72,2,2,8,8,04MAR25:11:22,8835020102,1000000003,,,,,,28.621940163,2024123404weHEAD-BOAT,,0,1784620241201011,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024123404weHEAD-BOAT,2024634041784620241201,2024,5,36,85,34,1784620241201012,1,3.00,0.00,3,0,6,5,100,6,4,3,0,14,2,1,1,0,0,1,1,25,6.00,8,,O,we,1,1784620241201,6,1784620241201001,1,0,HEAD-BOAT,10309,12,,,RICHMOND,757,6,1,1,167680,,,,48,2,2,8,8,04MAR25:11:22,8835020102,1000000003,,,,,,28.621940163,2024123404weHEAD-BOAT,,0,1784620241201003,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024123404weHEAD-BOAT,2024634041784620241201,2024,0,50,7,34,1784620241201013,1,3.00,0.00,3,0,6,5,100,6,4,1,1,14,2,0,1,0,1,1,1,25,6.00,7,,O,we,1,1784620241201,6,1784620241201001,1,0,HEAD-BOAT,05452,12,1,0,,817,6,1,1,167680,,,,24,2,1,1,8,04MAR25:11:22,8835020102,1000000003,,,,,,28.621940163,2024123404weHEAD-BOAT,,0,1784620241201013,05/05/2025
UNIDENTIFIED (SURFACE FISH),STRIPED BASS,2024123404weHEAD-BOAT,2024634041784620241201,2024,5,34,35,34,1784620241201014,1,3.00,0.00,35,12,6,5,100,6,4,3,0,14,2,1,1,2,0,1,1,25,6.00,,,Y,we,1,1784620241201,6,1784620241201001,1,0,HEAD-BOAT,07924,12,,,SOMERSET,817,6,1,1,167680,,,,59,2,1,8,8,04MAR25:11:22,8835020102,1000000003,,,,,,28.621940163,2024123404weHEAD-BOAT,,0,1784620241201003,05/05/2025
UNIDENTIFIED (SURFACE FISH),TAUTOG,2024113404weHEAD-BOAT,2024634041757320241116,2024,5,34,15,34,1757320241116001,1,6.00,0.00,50,10,6,5,869,6,4,2,1,26,1,0,0,0,0,2,1,9,8.00,10,,Y,we,1,1757320241116,6,1757320241116001,1,0,HEAD-BOAT,08344,11,,,GLOUCESTER,853,6,2,1,170479,,,,44,1,2,8,8,04MAR25:11:22,8839010101,1000000003,,85,,,,97.881492565,2024113404weHEAD-BOAT,,0,1757320241116001,05/05/2025
UNIDENTIFIED (SURFACE FISH),TAUTOG,2024113404weHEAD-BOAT,2024634041757320241116,2024,5,34,15,34,1757320241116002,1,4.00,0.00,20,5,6,5,869,6,4,2,1,26,2,0,1,0,0,2,1,9,8.00,6,,Y,we,1,1757320241116,6,1757320241116001,1,0,HEAD-BOAT,08344,11,,,GLOUCESTER,853,6,2,1,170479,,,,72,1,2,8,8,04MAR25:11:22,8839010101,1000000003,,85,,,,97.881492565,2024113404weHEAD-BOAT,,0,1757320241116002,05/05/2025
UNIDENTIFIED (SURFACE FISH),TAUTOG,2024113404weHEAD-BOAT,2024634041757320241116,2024,5,34,15,34,1757320241116003,1,6.00,0.00,45,8,6,5,869,6,4,2,1,26,2,0,1,0,0,2,1,9,8.00,3,,Y,we,1,1757320241116,6,1757320241116001,1,0,HEAD-BOAT,08344,11,,,GLOUCESTER,853,6,2,1,170479,,,,53,1,2,8,8,04MAR25:11:22,8839010101,1000000003,,85,,,,97.881492565,2024113404weHEAD-BOAT,,0,1757320241116003,05/05/2025
UNIDENTIFIED (SURFACE FISH),TAUTOG,2024113404weHEAD-BOAT,2024634041757320241116,2024,5,34,15,34,1757320241116004,1,6.00,0.00,40,12,6,5,869,6,4,2,1,26,2,0,1,0,0,2,1,9,8.00,2,,Y,we,1,1757320241116,6,1757320241116001,1,0,HEAD-BOAT,08085,11,,,GLOUCESTER,853,6,2,1,170479,,,,62,1,1,8,8,04MAR25:11:22,8839010101,1000000003,,85,,,,97.881492565,2024113404weHEAD-BOAT,,0,1757320241116004,05/05/2025
UNIDENTIFIED (SURFACE FISH),TAUTOG,2024113404weHEAD-BOAT,2024634041757320241116,2024,5,42,29,34,1757320241116005,1,6.00,0.00,40,16,6,5,869,6,4,2,1,26,2,0,1,0,0,2,1,9,8.00,4,,O,we,1,1757320241116,6,1757320241116001,1,0,HEAD-BOAT,19320,11,,,,853,6,2,1,170479,,,,73,1,1,8,8,04MAR25:11:22,8839010101,1000000003,,85,,,,97.881492565,2024113404weHEAD-BOAT,,0,1757320241116005,05/05/2025
UNIDENTIFIED (SURFACE FISH),TAUTOG,2024113404weHEAD-BOAT,2024634041757320241116,2024,5,42,29,34,1757320241116006,1,6.00,0.00,0,0,6,5,869,6,4,1,1,26,2,0,1,0,2,2,1,9,8.00,5,,O,we,1,1757320241116,6,1757320241116001,1,0,HEAD-BOAT,19320,11,2,0,,853,6,2,1,170479,,,,38,1,1,1,8,04MAR25:11:22,8839010101,1000000003,,85,,,,97.881492565,2024113404weHEAD-BOAT,,0,1757320241116006,05/05/2025
UNIDENTIFIED (SURFACE FISH),TAUTOG,2024113404weHEAD-BOAT,2024634041757320241116,2024,5,34,9,34,1757320241116007,1,6.00,0.00,1,0,6,5,869,6,4,2,1,26,2,0,1,1,0,2,1,9,8.00,,,Y,we,1,1757320241116,6,1757320241116001,1,0,HEAD-BOAT,08243,11,,,CAPE MAY,853,6,2,1,170479,,,,70,1,1,8,8,04MAR25:11:22,8839010101,1000000003,,85,,,,97.881492565,2024113404weHEAD-BOAT,,0,1757320241116007,05/05/2025
UNIDENTIFIED (SURFACE FISH),TAUTOG,2024113404weHEAD-BOAT,2024634041757320241116,2024,5,34,9,34,1757320241116008,1,6.00,0.00,20,6,6,5,869,6,4,2,1,26,2,0,1,2,0,2,1,9,8.00,,,Y,we,1,1757320241116,6,1757320241116001,1,0,HEAD-BOAT,08243,11,,,CAPE MAY,853,6,2,1,170479,,,,32,1,1,8,8,04MAR25:11:22,8839010101,1000000003,,85,,,,97.881492565,2024113404weHEAD-BOAT,,0,1757320241116008,05/05/2025
UNIDENTIFIED (SURFACE FISH),TAUTOG,2024113404weHEAD-BOAT,2024634041757320241116,2024,5,34,15,34,1757320241116009,1,6.00,0.00,10,4,6,5,869,6,4,1,1,26,2,0,1,0,1,2,1,9,8.00,,,Y,we,1,1757320241116,6,1757320241116001,1,0,HEAD-BOAT,08012,11,1,0,GLOUCESTER,853,6,2,1,170479,,,,48,1,1,1,8,04MAR25:11:22,8839010101,1000000003,,85,,,,97.881492565,2024113404weHEAD-BOAT,,0,1757320241116009,05/05/2025
UNIDENTIFIED (SURFACE FISH),TAUTOG,2024113404weHEAD-BOAT,2024634041757320241116,2024,5,42,45,34,1757320241116010,1,6.00,0.00,50,10,6,5,869,6,4,1,1,26,2,0,1,2,1,2,1,9,8.00,,,O,we,1,1757320241116,6,1757320241116001,1,0,HEAD-BOAT,19026,11,3,0,,853,6,2,1,170479,,,,22,1,1,1,8,04MAR25:11:22,8839010101,1000000003,,85,,,,97.881492565,2024113404weHEAD-BOAT,,0,1757320241116010,05/05/2025
UNIDENTIFIED (SURFACE FISH),TAUTOG,2024113404weHEAD-BOAT,2024634041757320241116,2024,5,42,45,34,1757320241116011,1,6.00,0.00,40,7,6,5,869,6,4,2,1,26,2,0,1,2,0,2,1,9,8.00,,,O,we,1,1757320241116,6,1757320241116001,1,0,HEAD-BOAT,19026,11,,,,853,6,2,1,170479,,,,55,1,1,8,8,04MAR25:11:22,8839010101,1000000003,,85,,,,97.881492565,2024113404weHEAD-BOAT,,0,1757320241116011,05/05/2025
UNIDENTIFIED (SURFACE FISH),TAUTOG,2024113404weHEAD-BOAT,2024634041757320241116,2024,5,42,45,34,1757320241116012,1,6.00,0.00,20,3,6,5,869,6,4,2,1,26,2,0,1,2,0,2,1,9,8.00,,,O,we,1,1757320241116,6,1757320241116001,1,0,HEAD-BOAT,19008,11,,,,853,6,2,1,170479,,,,55,1,1,8,8,04MAR25:11:22,8839010101,1000000003,,85,,,,97.881492565,2024113404weHEAD-BOAT,,0,1757320241116012,05/05/2025
UNIDENTIFIED (SURFACE FISH),TAUTOG,2024113404weHEAD-BOAT,2024634041757320241116,2024,5,34,9,34,1757320241116013,1,6.00,0.00,100,30,6,5,869,6,4,1,1,26,2,0,1,3,1,2,1,9,8.00,,,Y,we,1,1757320241116,6,1757320241116001,1,0,HEAD-BOAT,08243,11,1,0,CAPE MAY,853,6,2,1,170479,,,,54,1,1,1,8,04MAR25:11:22,8839010101,1000000003,,85,,,,97.881492565,2024113404weHEAD-BOAT,,0,1757320241116013,05/05/2025
BLACK SEA BASS,TAUTOG,2024113404wdHEAD-BOAT,2024634041784620241120,2024,5,34,9,34,1784620241120001,1,6.00,0.00,30,8,6,5,869,6,4,2,1,25,1,0,0,0,0,2,1,9,8.50,2,,Y,wd,1,1784620241120,6,1784620241120001,1,0,HEAD-BOAT,08270,11,,,CAPE MAY,758,6,2,1,170479,167687,,,59,1,1,8,8,04MAR25:11:22,8839010101,8835020301,,86,,,,323.79650569,2024113404wdHEAD-BOAT,,0,1784620241120001,05/05/2025
